Codigo,Producto,Precio Costo,Precio,Precio Mayoreo,Inventario,Inv. Minimo,Departamento
6931575111232,Palillos,$0.00,$5.00,$0.00,0,0,- Sin Departamento -
75050047,Pall Mall,$0.00,$40.00,$0.00,0,0,Tienda
75052836,Pall Mall Doble Cap,$0.00,$40.00,$0.00,0,0,Tienda
75048310,Pall Mall Havana,$0.00,$40.00,$0.00,0,0,Tienda
7509546032238,Palmolive Citricos 180g,$0.00,$15.00,$0.00,4,0,- Sin Departamento -
7509546052915,Palmolive Coco 180g,$0.00,$15.00,$0.00,2,0,- Sin Departamento -
7509546054414,Palmolive Neutro 180g,$0.00,$15.00,$0.00,2,0,- Sin Departamento -
7509546017389,Palmolive Optims,$58.00,$60.00,$0.00,0,0,Tienda
7509546059167,Palmolive Tocador,$8.00,$13.00,$13.00,3,0,Tienda
7509546060910,Palmolive Tocador Neutro,$12.00,$15.00,$15.00,0,0,Tienda
7501006558005,Palomitas ACT II,$0.00,$9.00,$0.00,0,0,Tienda
7501006558425,Palomitas Act II Alitas,$0.00,$9.00,$0.00,13,0,Tienda
7501006551082,Palomitas Act II Chile Y Limon,$7.00,$9.00,$9.00,8,0,Tienda
7501006551068,Palomitas Act II Ex Mantequilla,$6.00,$8.00,$7.50,62,0,Tienda
7501006558296,Palomitas Act II Hershey´s,$0.00,$17.00,$0.00,5,0,Tienda
7501006551303,Palomitas Act II Infierno,$5.50,$7.00,$7.00,0,0,Tienda
7501006551051,Palomitas Act II Mantequilla,$6.00,$7.50,$7.50,0,0,Tienda
7501006551044,Palomitas Act II Natural,$6.50,$8.50,$0.00,11,0,Tienda
7501006551105,Palomitas Act II Queso Jalapeño,$8.00,$10.00,$0.00,7,0,Tienda
7501006551112,Palomitas Act II Valentina,$24.00,$10.00,$9.00,8,0,Tienda
7503021188021,Palomitas Caramelo,$0.00,$5.00,$0.00,0,0,Cariocas
76150420098,Palomitas Caramelo 184g,$14.50,$19.00,$19.00,0,0,Tienda
7501393200815,Palomitas Mariachisimo,$6.50,$8.00,$0.00,1,0,Cariocas
7501011155640,Palomitas Poffets 90gSab,$0.00,$7.00,$0.00,1,0,Tienda
PAN 1,Pan 1,$0.00,$1.50,$0.00,N/A,0,Tienda
741,Pan 1.5,$0.00,$1.50,$0.00,N/A,0,Tienda
PAN 2,Pan 2,$0.00,$2.00,$0.00,0,0,Tienda
727,Pan 4,$0.00,$4.00,$0.00,N/A,0,Tienda
PAN 4,Pan 4,$0.00,$4.00,$0.00,N/A,0,Tienda
734,Pan 5,$0.00,$5.00,$0.00,N/A,0,Tienda
PAN 5,Pan 5,$0.00,$5.00,$0.00,N/A,0,Tienda
7501000111091,Pan Bimbo Chico,$16.00,$20.00,$0.00,1,0,Bimbo
7501030469735,Pan Bimo Rendidor,$0.00,$20.00,$0.00,0,0,Bimbo
7501000122332,Pan Blanco Grande 650g,$22.00,$27.00,$0.00,2,0,Bimbo
7501030467090,Pan Cero,$25.00,$30.00,$0.00,1,0,Bimbo
PAN BLANCO,Pan De Blanco,$0.00,$1.50,$0.00,N/A,0,Tienda
7501030470076,Pan Doble Fibra,$21.50,$28.00,$0.00,0,0,Bimbo
7501030491330,Pan Doble Fibra,$22.00,$28.00,$0.00,1,0,Bimbo
7501000111466,Pan Integral  720gms,$23.00,$30.00,$0.00,2,0,Bimbo
7501000336319,Pan Integral Chico Bimbo,$17.00,$23.00,$0.00,0,0,Bimbo
7501000111855,Pan Molido Bimbo 175g,$10.00,$13.00,$0.00,10,0,Bimbo
7501000149100,Pan Molido Ceujiente175 G,$10.00,$13.00,$0.00,0,0,Tienda
7501000131440,Pan Multigrano Bimbo,$0.00,$31.00,$0.00,1,0,Bimbo
7501030421788,Pan Rendidor,$17.00,$20.00,$0.00,1,0,Bimbo
7501000111800,Pan Tostado Bimbo,$15.00,$18.00,$0.00,2,0,Bimbo
7501000112333,Pan Tostado Doble  Fibra,$17.00,$21.00,$0.00,0,0,Bimbo
7501030491668,Pan Tostado Integral,$17.00,$21.00,$0.00,2,0,Tienda
PAN3,Pan3,$0.00,$3.00,$0.00,16,0,Tienda
7501000112326,Panqu cNuez,$18.00,$26.00,$0.00,2,0,Bimbo
PANQUE,Panque,$0.00,$4.00,$0.00,7,0,Tienda
7501030496885,Panque Chocolate,$20.50,$26.00,$0.00,0,0,Bimbo
7501000310647,Panque Marmol 300gBimbo,$19.00,$26.00,$23.00,0,0,Bimbo
7501030462644,Panque Naranja,$0.00,$24.00,$0.00,0,0,Bimbo
7501000112302,Panque Pasas,$19.00,$26.00,$0.00,0,0,Bimbo
PANQUECITO,Panquecito,$0.00,$3.00,$0.00,17,0,Tienda
7501000112388,Panquecito cChocolate,$12.00,$15.00,$0.00,1,0,Bimbo
7506195160435,Pantene,$0.00,$17.00,$0.00,2,0,Tienda
7501007457796,Pantene  400ml,$40.00,$52.00,$0.00,0,0,Farmacia
7506309840024,Pantene  400ml,$40.00,$52.00,$0.00,0,0,Farmacia
7501006721232,Pantene 400ml,$38.00,$46.00,$0.00,1,0,Tienda
7501001170318,Pantene 700ml,$71.00,$85.00,$0.00,0,0,Tienda
7501001170448,Pantene 700ml,$71.00,$85.00,$0.00,1,0,Tienda
7501001303471,Pantene 700ml,$71.00,$85.00,$0.00,1,0,Tienda
7506195126325,Pantene Naturaleza 400ml,$40.00,$52.00,$0.00,0,0,Farmacia
7506295326564,Pantene Sobre,$0.00,$2.50,$0.00,30,0,Tienda
PAPA,Papa,$12.00,$13.00,$0.00,N/A,0,Verdura
1366,Papa 1k,$12.00,$16.00,$0.00,N/A,0,Verdura
1380,Papa 250g,$3.00,$4.00,$0.00,N/A,0,Verdura
1373,Papa 500g,$6.00,$8.00,$0.00,N/A,0,Verdura
7501011131279,Papa Adobada,$16.00,$20.00,$0.00,3,0,Sabritas
7501011165687,Papa Sabritas Sal 175g,$0.00,$30.00,$0.00,1,0,Sabritas
7501000360604,Papas Barcel  Toreadas 42,$0.00,$10.00,$0.00,3,0,Tienda
7501000149001,Papas Chips A La Diabla,$0.00,$12.00,$0.00,6,0,Tienda
7501000394883,Papas Toreadas 170g,$0.00,$34.00,$0.00,1,0,Tienda
PAPAYA,Papaya,$17.00,$19.00,$0.00,N/A,0,Verdura
1397,Papaya 1k,$0.00,$13.00,$0.00,N/A,0,Verdura
1410,Papaya 250g,$0.00,$3.50,$0.00,N/A,0,Verdura
1403,Papaya 500g,$0.00,$6.50,$0.00,N/A,0,Verdura
7501067280143,Papel Alupak c8mts,$9.50,$12.00,$0.00,24,0,Tienda
PASA,Pasa,$44.00,$66.00,$0.00,N/A,0,Tienda
697,Pasas 1k,$0.00,$65.00,$0.00,N/A,0,Tienda
710,Pasas 250g,$0.00,$17.00,$0.00,N/A,0,Tienda
703,Pasas 500g,$0.00,$32.50,$0.00,N/A,0,Tienda
7501035911031,Pasta Dent Colgate 100ml,$0.00,$20.50,$0.00,10,0,Tienda
7501035911017,Pasta Dent Colgate 150ml,$0.00,$37.00,$0.00,10,0,Tienda
7501035911567,Pasta Dent Colgate 50ml,$11.50,$14.00,$0.00,19,0,Tienda
7509546007083,Pasta Dental,$0.00,$25.00,$0.00,0,0,Tienda
7509546039152,Pasta Dental Colgate,$0.00,$9.00,$0.00,17,0,Tienda
7501016802105,Pastilla Desodorante,$6.00,$8.00,$8.00,10,0,Detergentes
7501032935603,Pastilla Mr Musculo,$11.00,$13.50,$0.00,1,0,Detergentes
7501032931780,Pastillas Mr Musculo,$29.00,$35.00,$35.00,0,0,Detergentes
7501000133338,Pastisetas 75 Gms,$10.00,$15.00,$0.00,0,0,Marinela
7501030419464,Patatinas Chilix 25gBarc,$4.00,$5.00,$0.00,16,0,Barcel
7501032935702,Pato Purific,$0.00,$40.00,$0.00,0,0,- Sin Departamento -
7501017361120,Pauelos Kleenex Chico,$11.00,$22.00,$22.00,0,0,Tienda
7501000153503,Pay De Piña 75 Gms,$0.00,$15.00,$0.00,1,0,Marinela
7501000153541,Pay de Nuez 70g,$9.00,$15.00,$0.00,1,0,Marinela
PAñAL,Pañal,$3.00,$5.00,$3.50,0,0,Tienda
PAñAL GRANDE,Pañal Grande,$0.00,$5.00,$0.00,120,0,Tienda
PAñAL GRANDE SUAV,Pañal Grande Suav,$0.00,$5.00,$0.00,42,0,Tienda
PAñAL JUMBO,Pañal Jumbo,$0.00,$5.00,$0.00,36,0,Tienda
PAñAL JUMBO SUAV,Pañal Jumbo Suav,$0.00,$5.00,$0.00,83,0,Tienda
PECOSITAS,Pecositas,$0.00,$1.00,$0.00,26,0,Tienda
706460000474,Pedigree,$6.50,$8.00,$0.00,0,0,Tienda
706460244854,Pedigree,$6.50,$8.00,$0.00,0,0,Tienda
7506174504465,Pedigree Adulto,$0.00,$15.00,$0.00,8,0,pedigree
706460000450,Pedigree Adulto 420g,$11.00,$15.00,$0.00,6,0,pedigree
706460000467,Pedigree Balance N,$0.00,$17.00,$0.00,0,0,pedigree
7506174504458,Pedigree E Etapa,$0.00,$14.00,$0.00,0,0,Tienda
706460000498,Pedigree R Peque 2,$0.00,$8.00,$0.00,0,0,- Sin Departamento -
719886212413,Pelon,$0.00,$3.00,$0.00,0,0,Dulces
719886867637,Pelon,$0.00,$3.00,$0.00,0,0,Dulces
719886210792,Pelon,$0.00,$5.00,$0.00,0,0,Dulces
719886212437,Pelon Mini,$1.50,$3.00,$0.00,0,0,Dulces
719886001017,Pelon Pelo Rico,$3.00,$5.00,$0.00,7,0,Dulces
719886210457,Pelon Pelo Rico Cham,$3.00,$5.00,$0.00,0,0,Tienda
719886152221,Pelon Pelo Rico Mang,$2.00,$5.00,$0.00,10,0,Dulces
719886250019,Pelon Peloneta,$0.00,$3.00,$0.00,23,0,Dulces
719886152542,Pelon Sandia,$2.00,$5.00,$0.00,1,0,Dulces
719886511066,Pelonetes 35g,$3.50,$7.00,$0.00,8,0,Dulces
PEPINO,Pepino,$20.00,$22.00,$0.00,N/A,0,Verdura
7501000168200,Pepitas Golden25g,$5.00,$6.00,$0.00,7,0,Barcel
PEPITAS,Pepitas Tubo,$0.00,$6.00,$0.00,6,0,Tienda
7501199406671,Persil 1kg,$0.00,$30.00,$0.00,9,0,Tienda
7501199406664,Persil 500g,$0.00,$14.00,$0.00,9,0,Tienda
7501007701509,Petalo Clasico Jumbo,$21.00,$24.50,$23.50,29,0,Tienda
7502250391851,Petete,$1.00,$1.50,$0.00,0,0,Dulces
7501073830028,Peñafiel 1l Natural,$0.00,$12.00,$0.00,0,0,Refresco
7501073830509,Peñafiel 600ml Natur,$0.00,$8.00,$0.00,12,0,Tienda
7501073841253,Peñafiel Freasada,$0.00,$9.00,$0.00,0,0,Refresco
7501073839892,Peñafiel Limonada 2L,$16.00,$19.00,$0.00,2,0,Refresco
7501073839885,Peñafiel Limonada 600ml,$6.50,$8.50,$0.00,5,0,Refresco
7501073839861,Peñafiel Naranjada 2L,$0.00,$19.00,$0.00,1,0,Refresco
7501073839854,Peñafiel Naranjada 600ml,$6.50,$8.50,$0.00,2,0,Tienda
7501073841925,Peñafiel Piña,$0.00,$8.50,$0.00,8,0,- Sin Departamento -
7501073840607,Peñafiel Toronjada 600ml,$6.50,$8.50,$0.00,6,0,Refresco
7622210265999,Philadelfia 90g,$0.00,$13.00,$0.00,0,0,- Sin Departamento -
7622210265920,Philadelphia,$0.00,$26.00,$0.00,0,0,lacteos y embutidos
46677434809,Philips 11w,$19.00,$24.00,$24.00,0,0,Tienda
75038540,Pica Fresa,$0.00,$1.00,$0.00,13,0,Tienda
41333760643,Pila Duracel Paquete,$66.00,$78.00,$78.00,4,0,Tienda
PILA D,Pila Duracell,$16.50,$19.00,$19.00,0,0,Tienda
7506195153598,Pila Duracell AA,$11.00,$17.00,$0.00,0,0,Tienda
41333404486,Pila Duracell AAA,$70.00,$91.00,$0.00,0,0,Tienda
7506309860305,Pila Duracell AAA C/U,$13.50,$19.00,$0.00,0,0,Tienda
PILA E,Pila Everady AA,$0.00,$9.00,$8.00,0,0,Tienda
7501037600056,Pila Eveready AA c4,$18.00,$27.00,$27.00,0,0,Tienda
7501037601718,Pila Eveready AAA c4,$18.00,$27.00,$27.00,0,0,Tienda
PILONCILLO,Piloncillo,$9.00,$18.00,$0.00,N/A,0,Tienda
666,Piloncillo 1k,$0.00,$18.00,$0.00,N/A,0,Tienda
680,Piloncillo 250g,$0.00,$4.50,$0.00,N/A,0,Tienda
673,Piloncillo 500g,$0.00,$9.00,$0.00,N/A,0,Tienda
7501000153800,Pinguinos 80g,$7.50,$12.00,$0.00,2,0,Marinela
7501025462000,Pinol,$13.00,$16.00,$0.00,0,0,Detergentes
7501025403027,Pinol 500ml,$9.00,$11.00,$0.00,8,0,Detergentes
7501025403485,Pinol 828ml,$13.00,$16.50,$16.50,11,0,Detergentes
7501025404154,Pinol Detergente 500g,$0.00,$14.50,$0.00,10,0,Tienda
7501025404178,Pinol Detergente 950g,$0.00,$29.00,$0.00,1,0,Tienda
7501025404802,Pinol Ropa Color 1L,$0.00,$21.00,$0.00,4,0,Detergentes
7501025400170,Pinol Trapeado  500ml,$8.50,$11.00,$11.00,0,0,Tienda
7501025400101,Pinol Trapeado  500ml,$8.50,$11.00,$11.00,0,0,Tienda
7501025400149,Pinol Trapeado  500ml,$8.50,$11.00,$11.00,0,0,Tienda
759686272682,Pinta Azul Vero 14g,$0.00,$1.50,$0.00,2,0,Dulces
7506306412354,Pinta Lengua,$0.00,$6.00,$0.00,12,0,Tienda
7501040044649,Piza Fud 2pack Peperoni,$0.00,$35.00,$0.00,0,0,Tienda
7501040044588,Pizza Fud Hawaiana,$0.00,$27.00,$0.00,0,0,Tienda
7501040044526,Pizza Fud Jamon,$0.00,$24.00,$0.00,1,0,Tienda
7501032334994,Piña Coco 450g,$0.00,$13.00,$0.00,1,0,Danone
7501040093845,Placer Galletas,$5.50,$7.00,$0.00,2,0,lacteos y embutidos
7501073086166,Plastipak Negra 3ml,$9.00,$12.00,$12.00,0,0,Tienda
PLATANO,Platano,$0.00,$14.00,$0.00,N/A,0,Verdura
1458,Platano 1k,$8.00,$10.50,$0.00,N/A,0,Verdura
1472,Platano 250g,$2.00,$3.00,$0.00,N/A,0,Verdura
1465,Platano 500g,$4.00,$5.00,$0.00,N/A,0,Verdura
7501000128174,Plativolos 74gms,$8.50,$10.00,$0.00,0,0,Marinela
7501030474999,Plativolos Tubo,$0.00,$15.00,$0.00,0,0,- Sin Departamento -
752216092163,Plato Div.,$7.00,$10.00,$0.00,0,0,Tienda
752216051061,Plato Hondo Jaguar C25,$0.00,$10.00,$0.00,22,0,Tienda
752216051030,Plato Jaguar 25pzas,$0.00,$10.00,$0.00,13,0,Tienda
752216081044,Plato No66  PaqC50,$10.00,$12.50,$12.50,1,0,- Sin Departamento -
752216081051,Plato Paquete C50 No855,$13.00,$16.00,$16.00,2,0,Tienda
752216051047,Plato Pastelero,$6.00,$8.00,$8.00,1,0,Tienda
3614220013701,Play Boy  Genaration,$38.00,$48.00,$0.00,0,0,Farmacia
3614221201510,Play Boy Malibu,$38.00,$48.00,$0.00,0,0,Farmacia
7501737409850,Play Boy New York,$38.00,$48.00,$0.00,0,0,Farmacia
7501032909376,Pledge,$0.00,$50.00,$0.00,1,0,Tienda
7501032905866,Pledge 260ml,$25.50,$35.00,$35.00,0,0,Tienda
7501032915193,Pledge 378ml,$51.00,$66.50,$66.50,0,0,Tienda
7501032915261,Pledge Brillo Y Proteccion,$0.00,$45.00,$0.00,1,0,Tienda
719886400094,Plonetes,$0.00,$3.00,$3.00,0,0,Dulces
POBLANO,Poblano,$0.00,$13.00,$0.00,N/A,0,Verdura
7501011155343,Poffets Queso Chicas,$5.00,$7.00,$0.00,10,0,Sabritas
7501030475002,Polvoron Tubo 287g,$14.00,$20.00,$0.00,2,0,Tienda
7501030490951,Polvorones 113g,$8.50,$10.00,$0.00,3,0,Marinela
7501055349715,Power Ade 600ml,$0.00,$15.00,$0.00,0,0,Refresco
7501055329267,Powerade,$0.00,$15.00,$0.00,0,0,Refresco
7501055329380,Powerade,$0.00,$16.00,$0.00,0,0,Refresco
7501055317684,Powerade Lima 1l,$0.00,$22.00,$0.00,0,0,Refresco
7501055329328,Powerade Limalimon,$0.00,$16.00,$0.00,0,0,Refresco
7501393200051,Pozoloe Cariocas,$16.00,$19.00,$0.00,0,0,Cariocas
7501000132300,Principe Blanco,$0.00,$12.00,$0.00,2,0,Marinela
7501000128167,Principe C8 Mar,$8.00,$12.00,$0.00,3,0,Marinela
7501030475026,Principe De Tubo,$14.00,$14.00,$0.00,1,0,Marinela
7501030473824,Principe Limon 106g,$8.00,$12.00,$0.00,2,0,Marinela
7501030462859,Principe Tencion Avellanas 105g,$0.00,$12.00,$0.00,0,0,Marinela
7622210412904,Promocion Tang,$0.00,$40.00,$0.00,0,0,Tienda
7501019068515,Protectores Saba C28 Pza,$14.50,$19.00,$18.00,0,0,Tienda
725226066622,Pulparindo Mini Sal,$1.00,$1.00,$0.00,21,0,Dulces
725226003238,Pulparindo Sandia,$1.50,$1.50,$0.00,0,0,Dulces
7501017005611,Pure De Tomate,$4.00,$5.00,$5.00,0,0,Tienda
QUESO AMARILLO,Queso Amarillo,$0.00,$1.00,$0.00,N/A,0,Tienda
QUESO AñEJO,Queso Añejo,$88.00,$106.00,$0.00,N/A,0,lacteos y embutidos
871,Queso Añejo 1k,$0.00,$100.00,$0.00,N/A,0,lacteos y embutidos
895,Queso Añejo 250g,$0.00,$24.00,$0.00,N/A,0,lacteos y embutidos
888,Queso Añejo 500g,$0.00,$47.50,$0.00,N/A,0,lacteos y embutidos
840,Queso Crema 1k,$0.00,$94.00,$0.00,N/A,0,lacteos y embutidos
864,Queso Crema 250g,$0.00,$23.50,$0.00,N/A,0,lacteos y embutidos
857,Queso Crema 500g,$0.00,$47.00,$0.00,N/A,0,lacteos y embutidos
QUESO DOBLE CREMA,Queso Doble Crema,$72.00,$94.00,$0.00,N/A,0,Tienda
QUESO FRESCO,Queso Fresco,$80.00,$110.00,$0.00,N/A,0,Tienda
789,Queso Fresco 1k,$0.00,$106.00,$0.00,N/A,0,lacteos y embutidos
802,Queso Fresco 250g,$0.00,$25.00,$0.00,N/A,0,lacteos y embutidos
796,Queso Fresco 500g,$0.00,$50.00,$0.00,N/A,0,lacteos y embutidos
QUESO MANCHEGO,Queso Manchego,$112.00,$146.00,$0.00,N/A,0,lacteos y embutidos
758,Queso Manchego 1k,$0.00,$130.00,$0.00,N/A,0,lacteos y embutidos
772,Queso Manchego 250g,$0.00,$32.50,$0.00,N/A,0,lacteos y embutidos
765,Queso Manchego 500g,$0.00,$65.00,$0.00,N/A,0,lacteos y embutidos
QUESO OAXACA,Queso Oaxaca,$0.00,$115.00,$0.00,N/A,0,Tienda
819,Queso Oaxaca 1k,$0.00,$104.00,$0.00,N/A,0,lacteos y embutidos
833,Queso Oaxaca 250g,$0.00,$25.00,$0.00,N/A,0,lacteos y embutidos
826,Queso Oaxaca 500g,$0.00,$50.00,$0.00,N/A,0,lacteos y embutidos
QUESO PANELA,Queso Panela,$0.00,$110.00,$0.00,0,0,- Sin Departamento -
7501002615122,Queso Philadelfia 190g,$21.00,$26.00,$0.00,2,0,lacteos y embutidos
8000500023976,Rafaelo 150g,$53.00,$69.00,$69.00,0,0,Dulces
789742140068,Raffaello 60g,$27.00,$35.00,$0.00,0,0,Dulces
7501032902025,Raid,$24.00,$32.00,$31.50,1,0,Tienda
7501032925154,Raid Accion Total,$45.50,$54.50,$0.00,1,0,Tienda
7501032901936,Raid Accion Total 250ml,$27.00,$35.00,$0.00,2,0,Tienda
7501032906566,Raid Casa Y Jardin,$42.50,$51.00,$0.00,1,0,Tienda
7501032925468,Raid Mata Bichos,$0.00,$35.00,$0.00,2,0,Tienda
7501032901929,Raid Matabichos Aero,$32.00,$42.00,$0.00,1,0,Tienda
7501032925550,Raid Matabichos Aero,$48.00,$57.50,$0.00,1,0,Tienda
7501032903589,Raid Max,$34.00,$44.00,$0.00,2,0,Tienda
7501032906573,Raid Max,$52.50,$60.00,$0.00,1,0,Tienda
7501032903596,Raid Max 400ml,$49.50,$64.50,$0.00,1,0,Tienda
7501017006014,Rajas De Jalapeo 105g,$4.00,$4.50,$4.50,1,0,Tienda
7501023311041,Rajas San Marcos,$0.00,$8.00,$0.00,5,0,Tienda
7501017005024,Rajas de Jalapeño 220g,$7.50,$10.00,$10.00,41,0,Tienda
7501011114517,Rancheritos 160g,$0.00,$21.00,$0.00,1,0,Sabritas
7501011111028,Ranchertios 52g,$5.00,$7.00,$0.00,2,0,Sabritas
7502247080416,Rancho Escondido 750ml,$39.00,$50.00,$50.00,0,0,vino
7501268201008,Rastrilllo,$0.00,$15.00,$0.00,N/A,0,Tienda
7501009222729,Rastrillo  Presto BUltra,$12.50,$16.00,$0.00,5,0,Tienda
70330709485,Rastrillo BIC Confort,$0.00,$10.00,$0.00,0,0,Tienda
70330717534,Rastrillo Bic Comfor,$0.00,$15.00,$0.00,9,0,- Sin Departamento -
7702018880409,Rastrillo Gillette P,$0.00,$19.00,$0.00,0,0,Tienda
7501030496144,Raztachoc,$6.00,$7.00,$0.00,0,0,Bimbo
7501000112845,Rebanada Pan Bimbo,$2.00,$5.00,$0.00,8,0,Tienda
7501030469681,Rebanadas De Chocolate,$0.00,$5.00,$0.00,0,0,Bimbo
7501052477206,Rebanadas Piña Clemente Jacqes 480g,$0.00,$28.00,$0.00,0,0,Tienda
7501023321026,Rebanas De Piña San Marcos,$24.50,$30.00,$30.00,4,0,Tienda
7501011159242,Receta Crujiente,$0.00,$10.00,$0.00,2,0,Tienda
7501011143241,Receta Crujiente Sal,$21.00,$27.00,$0.00,1,0,Tienda
608049031285,Recogedor De Basura,$11.00,$14.50,$14.50,0,0,Tienda
9002490100070,Red Bull,$22.00,$29.00,$0.00,55,0,vino
90415289,Red Bull Silver,$0.00,$28.00,$0.00,0,0,Tienda
793573950079,Red Cola 3L,$15.50,$21.00,$0.00,6,0,Refresco
40232798467,Red Cola 500 Ml,$0.00,$5.00,$0.00,0,0,Refresco
7791293021256,Rexona,$0.00,$56.00,$0.00,0,0,- Sin Departamento -
7791293023175,Rexona,$0.00,$56.00,$0.00,0,0,- Sin Departamento -
7791293014845,Rexona,$0.00,$56.00,$0.00,0,0,- Sin Departamento -
7791293005270,Rexona,$0.00,$56.00,$0.00,0,0,- Sin Departamento -
7791293568942,Rexona,$0.00,$56.00,$0.00,0,0,- Sin Departamento -
7791293990651,Rexona,$43.00,$56.00,$0.00,0,0,- Sin Departamento -
7791293025537,Rexona,$43.00,$56.00,$0.00,0,0,- Sin Departamento -
78928084,Rexona,$0.00,$26.00,$0.00,0,0,Tienda
78924352,Rexona,$0.00,$26.00,$0.00,0,0,Tienda
78924338,Rexona,$0.00,$26.00,$0.00,0,0,Tienda
78926523,Rexona,$0.00,$26.00,$0.00,0,0,Tienda
78924345,Rexona,$20.00,$26.00,$0.00,0,0,Tienda
78929371,Rexona,$20.00,$26.00,$0.00,0,0,Tienda
7791293003085,Rexona,$0.00,$45.00,$0.00,0,0,- Sin Departamento -
7791293991054,Rexona,$0.00,$45.00,$0.00,0,0,Tienda
7791293025544,Rexona,$0.00,$45.00,$0.00,0,0,Tienda
7506306236516,Rexona,$0.00,$45.00,$0.00,0,0,Tienda
7791293004310,Rexona Aerosol 175ml,$0.00,$45.00,$0.00,1,0,Tienda
7791293009155,Rexona Aerosol 175ml,$0.00,$45.00,$0.00,2,0,- Sin Departamento -
10900000406,Reynolds Wrap 76m,$19.00,$24.00,$24.00,28,0,Tienda
659190000026,Ricaleta,$0.00,$2.00,$0.00,0,0,Dulces
659190000019,Ricaleta Tamarindo 2,$0.00,$2.00,$0.00,2,0,Dulces
7501000649754,Ricanelas 98g,$0.00,$10.00,$0.00,1,0,Tienda
7501030426387,Rocko,$0.00,$1.00,$0.00,26,0,Tienda
7501000153763,Rocko Marinela,$0.00,$5.00,$0.00,9,0,- Sin Departamento -
7501000112128,Roles De Canela,$10.00,$12.00,$0.00,1,0,Bimbo
7501000309726,Roles De Canela  CPasas,$21.50,$27.00,$0.00,0,0,Bimbo
7501000316878,Roles Glaseados 435g,$21.50,$26.00,$0.00,3,0,Bimbo
7501000112166,Roles de Canela Glas 135g,$0.00,$11.00,$0.00,2,0,Bimbo
840004075389,Rollips Hello Kity,$3.50,$4.50,$0.00,11,0,Dulces
840004096742,Rolllips Uva,$3.50,$4.50,$0.00,5,0,Dulces
CANELA,Rollo De Canela,$0.00,$3.50,$0.00,N/A,0,Tienda
7501943462571,Rollo De Vogue Jumbo,$0.00,$7.50,$0.00,N/A,0,Tienda
ROLLO VOGUE JUMBO,Rollo De Vogue Jumbo,$0.00,$7.50,$0.00,N/A,0,Tienda
7501000153459,Rollo Fresa Marinela,$0.00,$12.00,$0.00,0,0,Marinela
ROLLO PETLO,Rollo Petalo,$0.00,$7.00,$0.00,N/A,0,Tienda
ROLLO VOGUE,Rollo Vogue,$0.00,$6.00,$0.00,N/A,0,Tienda
745403060229,Rolly Pop,$0.00,$5.00,$0.00,7,0,Dulces
7501026004605,Roma 1 Kg,$23.00,$27.00,$26.00,0,0,Detergentes
7501026004629,Roma 250g,$5.50,$7.00,$7.00,27,0,Detergentes
7501026004612,Roma 500g,$11.50,$14.00,$13.50,11,0,Detergentes
7501008613047,Ron Bacardy Blanco 250Ml,$37.50,$49.00,$0.00,4,0,- Sin Departamento -
7501008613122,Ron Bacardy Blanco 680Ml,$119.00,$155.00,$0.00,2,0,vino
7421001471034,Roy Crema,$19.00,$25.00,$25.00,0,0,Tienda
7421001471027,Roy Crema Reafirmante,$19.00,$25.00,$25.00,0,0,Tienda
7501011102095,Ruffles Ondulados Chicos,$7.00,$10.00,$0.00,0,0,Sabritas
7501011104099,Ruffles Queso Chicos,$7.00,$10.00,$0.00,11,0,Sabritas
7501011152731,Ruffles Xtra-Onda,$0.00,$10.00,$0.00,0,0,Sabritas
7501011164086,Rufles Cocktel,$0.00,$10.00,$0.00,0,0,Sabritas
7501011126398,Rufles Megacrucnh 48g,$7.00,$10.00,$0.00,1,0,Sabritas
7501011128699,Rufles Megacrunch 48g,$7.00,$10.00,$0.00,1,0,Sabritas
7501011152755,Rufles Xtra Onda,$0.00,$10.00,$0.00,0,0,Sabritas
7501000222612,Runners,$5.00,$8.00,$0.00,4,0,Barcel
757528024840,Runners Cross 58g,$0.00,$7.00,$0.00,1,0,Barcel
7501006584028,SALSA BBQ,$24.50,$30.50,$0.00,0,0,Tienda
7509546058092,SUAVITEL Aroma Intense,$0.00,$20.00,$0.00,1,0,Detergentes
7501019030352,Saba Confort,$11.00,$16.00,$16.00,17,0,Tienda
7501019034855,Saba Estilos,$0.00,$20.00,$0.00,0,0,Tienda
7501019006371,Saba Invisible con Alas,$0.00,$18.00,$0.00,2,0,Tienda
7501019006296,Saba Ultra InvisCAl 10,$0.00,$25.00,$0.00,0,0,Tienda
7501019006319,Saba Ultra Invisible,$22.00,$29.00,$29.00,3,0,Tienda
7501019006647,Saba Ultra Invisible Noct,$22.00,$29.00,$29.00,5,0,Tienda
7506192501057,Sabile Chile 750ml,$0.00,$36.00,$0.00,1,0,- Sin Departamento -
735257006023,Saborizante Delicia,$0.00,$9.00,$0.00,1,0,Tienda
735257006030,Saborizante Delicia,$0.00,$16.00,$0.00,1,0,Tienda
735257006047,Saborizante Delicia,$0.00,$30.00,$0.00,1,0,Tienda
7501011115606,Sabritas,$0.00,$40.00,$0.00,0,0,Sabritas
7501011101463,Sabritas Adobadas Chicas,$7.00,$10.00,$0.00,0,0,Sabritas
7501011101456,Sabritas Clasicas 45g,$7.00,$10.00,$0.00,11,0,Sabritas
7501011118119,Sabritas Crema Especias,$7.00,$10.00,$0.00,2,0,Sabritas
